"","WT_t0_R1","WT_t0_R2","WT_t0_R3","WT_t0.5_R1","WT_t0.5_R2","WT_t0.5_R3","chl1_t0_R1","chl1_t0_R2","chl1_t0_R3","chl1_t0.5_R1","chl1_t0.5_R2","chl1_t0.5_R3"
"AT4G02540",8.46842370723144,8.38633358485313,8.32336292885076,9.18896641239122,9.4826157522749,9.6948479054762,8.25274862667613,8.52853553674445,8.56286215388545,9.2787653519477,9.63678037518843,9.6200135510929
"AT5G26740",9.0993010045645,8.95240758651111,9.04434919557504,9.73175587963852,10.0592052691619,10.149642836203,9.05572227020126,8.92411024372082,9.21858671098283,9.8346814071451,10.1052931202655,10.1672154745429
"AT2G27820",8.98024295190086,9.00279654359397,9.1095501529673,8.11430135698762,7.7533005934126,7.77122402756461,9.12182540084275,8.8664239941289,8.9515036187759,8.5242339797339,8.24619091189227,8.08092508813741
"AT4G18630",6.46628366330697,6.51751424468333,6.003624692973,4.92567501973432,4.6147346477052,4.615441198042,6.4755341992698,6.79330665362182,6.38478375085621,5.45325202923038,5.2016214209691,4.55755826963898
"AT3G52840",6.14363531219424,5.7105911163774,5.93397653321467,6.8861538655119,6.94010279307533,7.11739445254773,6.02119279280861,5.60108531867992,6.02004852631014,6.85820197006074,6.60945200475103,7.03153934314862
"AT4G25760",7.76653501002045,8.06855026983397,7.82841858044566,6.98204230213226,6.58646009916377,6.28445351601175,7.93134237532378,8.15497277557076,8.20487928207538,7.0513665097368,6.8885347935514,6.66768737483033
"AT3G25780",8.84004432117694,8.44032361714276,8.63736411557997,9.86640315778775,10.344743323738,10.3790792748063,8.77487243263224,8.40759033341321,8.66191322749389,9.62387212079419,10.2436944582898,10.2596562714565
"AT3G23160",7.67319169602199,7.79360797290253,7.6950288615701,7.10220995488435,7.0640438996285,7.20160869620874,7.80079974148546,7.63845861546948,7.86577213203654,7.25773958728526,7.42904356583068,7.27836109692169
"AT3G21710",11.4198047849899,11.2039457066456,11.2982588433378,10.4913244834142,10.2841465671321,10.4255984871414,11.5546332689124,11.1259291579654,11.0910348273708,10.6214841523824,10.4496829404536,10.4980386481731
"AT4G03210",7.95996996633103,8.08338206455142,8.09062516554052,8.76739043724034,8.68960783805537,8.59171767192014,8.06401342072496,7.99173382888048,7.84191999027151,8.89627510727299,9.02211476208932,8.50860566539614
"AT3G16560",7.08063319951148,6.8147756643071,6.48978657924693,9.35797612189488,9.14370374680993,8.22575471371612,7.09500285766938,7.11774295451393,6.94547458566871,8.46801678446928,8.31740021641418,7.79493654121546
